compatibility_category,classification_basis,detected_brands,compatibility_brands,source_brands,title,product_brand,source_url,compatibility
cross-brand,structured-db,Asus | Lenovo,Asus | Lenovo,,Compatible Display 5D10W33963 23.8 in 1920x1080 / FHD 30-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d10w33963-97731878,"Panel part numbers: 5D10W33963. Compatible laptop models: Lenovo IdeaCentre AIO 520-24AST (F0D3), Lenovo IdeaCentre AIO 3-24ARE05 (F0EW), Lenovo IdeaCentre AIO 5-24IOB6 (F0G3), Lenovo ThinkCentre M90a Gen 2 (11K2), Lenovo ThinkCentre M90a Gen 3 (11VF), Asus Z6000, Lenovo ThinkCentre M90a Gen 3 (11VG), Asus V241EPK, Lenovo IdeaCentre AIO 720-24IKB (F0CM), Lenovo V530-24ICB (10UW/10UX). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Dell | HP | Lenovo,Dell | HP | Lenovo,,Compatible Display 5D10Y75650 15.6 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d10y75650-95652183,"Panel part numbers: 5D10Y75650. Compatible laptop models: HP ZBook Power G8, HP ProBook 650 G8, Nexoc BS5 50IO 22V1 (NS50PU), HP ZBook Firefly 15 G7, HP EliteBook 830 G7, Lenovo ThinkPad L15 Gen 3 (21C3/21C4), Dell Precision 15 (3550), Dell Precision 15 (3551), Dell Latitude 15 (5500), Dell Latitude 15 (5501). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Dell | HP | Lenovo,Dell | HP | Lenovo,,Compatible Display 5D10Z56890 15.6 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d10z56890-81241890,"Panel part numbers: 5D10Z56890. Compatible laptop models: Mifcom Offie Notebook i7-1260P (NS50PU), Sager Notebook NP3552U (NS50AU), HP ProBook 450 G9, HP ProBook 455 G10, Dell Inspiron 15 (5510), Dell Inspiron 15 (5584), Lenovo ThinkPad L15 Gen 3 (21C3/21C4), Dell Precision 15 (3550), Dell Precision 15 (3551), Dell Latitude 15 (5500). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Lenovo | Medion,Asus | Lenovo | Medion,,Compatible Display 5D11A40587 16.0 in 2560x1600 / WUXGA 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11a40587-100623830,"Panel part numbers: 5D11A40587, SD11A40586. Compatible laptop models: Lenovo IdeaPad Gaming 3 16ARH7 (82SC), Asus GU603ZM, Asus N7601ZM, Lenovo Legion Slim 5-16APH8 (82Y9), Lenovo Legion Slim 7-16APH8 (82Y4), Asus GX650RW, Medion Erazer Major X10 (N68630), Asus ROG Zephyrus Duo 16 GX650RX, Asus NR2202RX, Asus ROG Zephyrus Duo 16 GX650RW. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Clevo | Lenovo | MSI | Medion,Clevo | Lenovo | MSI | Medion,,Compatible Display 5D11B38464 17.3 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11b38464-98944563,"Panel part numbers: 5D11B38464, 9N9B8H20CGZZ-ZZ8301. Compatible laptop models: Lenovo Legion 5-17IMH05 (82B3), MSI GF75 Thin 9SC/9RC/9RCX (MS-17F2), MSI GE75 Raider 9SE/9SF/9SG (MS-17E2), MSI GS75 Stealth 9SE/9SD/9SF/9SG (MS-17G1), MSI GS75 Stealth 8SD/8SE/8SF/8SG (MS-17G1), Medion Akoya P17601 (M17WKN), Sager Notebook NP6875 (NH70RAQ), One K73-9NB-M2 (NH70RAQ), Gaming Guru Sun GTX1650Ti (NH77DEQ), Clevo NH7xx. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Lenovo | Medion,Asus | Lenovo | Medion,,Compatible Display 5D11D65526 16.0 in 2560x1600 / WUXGA 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11d65526-102173670,"Panel part numbers: 5D11D65526, SD11D65525. Compatible laptop models: Lenovo IdeaPad Gaming 3 16ARH7 (82SC), Asus GU603ZM, Asus N7601ZM, Lenovo Legion Slim 5-16APH8 (82Y9), Lenovo Legion Slim 7-16APH8 (82Y4), Asus GX650RW, Medion Erazer Major X10 (N68630), Asus ROG Zephyrus Duo 16 GX650RX, Asus NR2202RX, Asus ROG Zephyrus Duo 16 GX650RW. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Lenovo | Medion,Asus | Lenovo | Medion,,Compatible Display 5D11D65528 16.0 in 2560x1600 / WUXGA 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11d65528-102173671,"Panel part numbers: 5D11D65528, SD11D65530, 5D11H56205. Compatible laptop models: Asus ROG Zephyrus M16 GU603ZW, Asus VivoBook Pro 16 N7601ZM, Lenovo Legion Pro 5-16IAH7 (82S0), Asus GX650RM, Medion Erazer Major X10 (N68630), Asus ROG Zephyrus Duo 16 GX650RX, Asus NR2202RX, Asus ROG Zephyrus Duo 16 GX650RW, Asus ROG Zephyrus Duo 16 GX650RM, Asus ROG Zephyrus Duo 16 GX650RS. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo | Medion,Acer | Asus | Lenovo | Medion,,Compatible Display 5D11E73257 16.0 in 2560x1600 / WUXGA 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11e73257-102173673,"Panel part numbers: 5D11E73257, SD11E73255. Compatible laptop models: Asus ROG Zephyrus Duo 16 GX650RX, Asus ROG Zephyrus M16 GU603ZE, Asus N7601ZW, Lenovo Legion S7-16IRH8 (82Y3), Acer Predator Triton 500 (PT516-51s), Medion Erazer Major X10 (N68630), Asus NR2202RX, Asus ROG Zephyrus Duo 16 GX650RW, Asus ROG Zephyrus Duo 16 GX650RM. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Lenovo,Asus | Lenovo,,Compatible Display 5D11H42675 23.8 in 1920x1080 / FHD 30-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11h42675-150758595,"Panel part numbers: 5D11H42675, SD11M21884. Compatible laptop models: Lenovo IdeaCentre AIO 24ARR9 (F0HR), Asus ExpertCenter P440, Lenovo IdeaCentre AIO 24IRH9 (F0HN), Lenovo IdeaCentre AIO 24AKP10 (F0JB), Lenovo ThinkCentre Neo 55a 24 Gen 6 (13F7), Lenovo ThinkCentre Neo 55a 24 Gen 6 (13FA), Lenovo ThinkCentre Neo 55a 24 Gen 6 (13F9), Lenovo ThinkCentre Neo 55a 24 Gen 6 (13F8). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Lenovo,Asus | Lenovo,,Compatible Display 5D11H56204 15.6 in 2560x1440 / QHD 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11h56204-126082318,"Panel part numbers: 5D11H56204, SD11H56206. Compatible laptop models: Lenovo Legion 5-15IAH7H (82RB/82TB), Lenovo LOQ 15IRH8 (82XV), Lenovo LOQ 15APH8 (82XT), Lenovo LOQ 15IAX9I (83FQ), Asus ROG Strix G15 G513QY, Asus ROG Strix G15 G513QJ, Lenovo Legion 5-15ACH6H (82JU), Lenovo Legion 5-15ACH6 (82JW), Lenovo Legion 5-15ITH6 (82JK), Lenovo Legion 5-15ITH6H (82JH/82MH). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Lenovo,Asus | Lenovo,,Compatible Display 5D11J61817 16.0 in 2560x1600 / WQXGA 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11j61817-100623831,"Panel part numbers: 5D11J61817, SD11B02424, SD11B02426, SD11B02429, SD11F23092, SD11B02427, SD11J61820, 5D11F56384, 5D11F56385, 5D11J61822. Compatible laptop models: Lenovo IdeaPad 5 Pro-16IHU6 (82L9), Lenovo IdeaPad 5 Pro 16ARH7 (82SN), Asus VivoBook S 16X S5602ZA, Asus VivoBook Pro 16X M7600QA, Asus M5602RA, Asus VivoBook Pro 16 K6602HE, Lenovo IdeaPad 5 Pro 16IAH7 (82SK), Lenovo IdeaPad 5 Pro 16ARP8 (83AS), Lenovo IdeaPad 5 Pro 16IRH8 (83AQ). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Lenovo,Asus | Lenovo,,Compatible Display 5D11K27141 14.5 in 2880x1800 / WQXGA+ 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11k27141-102174914,"Panel part numbers: 5D11K27141, HG2WE000100. Compatible laptop models: Asus VivoBook S 14 K5404VA, Lenovo Legion Slim 5-14APH8 (82Y5), Asus UX6404VI, Asus UX6404VV, Asus ZenBook Pro 14 UX6404VI, Asus ZenBook Pro 14 UX6404VV, Asus VivoBook S 14X S5402ZA, Asus VivoBook S 14X M5402ZA, Asus VivoBook S 14X K5402ZA, Asus VivoBook S M5402RA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Lenovo | Medion,Asus | Lenovo | Medion,,Compatible Display 5D11L55814 16.0 in 2560x1600 / WUXGA 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11l55814-132960670,"Panel part numbers: 5D11L55814, SD11J74766. Compatible laptop models: Lenovo IdeaPad Gaming 3 16ARH7 (82SC), Asus GU603ZM, Asus N7601ZM, Lenovo Legion Slim 5-16APH8 (82Y9), Lenovo Legion Slim 7-16APH8 (82Y4), Asus GX650RW, Medion Erazer Major X10 (N68630), Asus ROG Zephyrus Duo 16 GX650RX, Asus NR2202RX, Asus ROG Zephyrus Duo 16 GX650RW. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Lenovo | Medion,Asus | Lenovo | Medion,,Compatible Display 5D11L55815 16.0 in 2560x1600 / WUXGA 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11l55815-132960671,"Panel part numbers: 5D11L55815. Compatible laptop models: Asus ROG Zephyrus M16 GU603ZW, Asus VivoBook Pro 16 N7601ZM, Lenovo Legion Pro 5-16IAH7 (82S0), Asus GX650RM, Medion Erazer Major X10 (N68630), Asus ROG Zephyrus Duo 16 GX650RX, Asus NR2202RX, Asus ROG Zephyrus Duo 16 GX650RW, Asus ROG Zephyrus Duo 16 GX650RM, Asus ROG Zephyrus Duo 16 GX650RS. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Lenovo | Medion,Asus | Lenovo | Medion,,Compatible Display 5D11L55823 16.0 in 2560x1600 / WUXGA 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11l55823-132960672,"Panel part numbers: 5D11L55823, SD11J74775. Compatible laptop models: Lenovo Legion Pro 5-16IAH7H (82RF), Lenovo Legion S7-16IAH7 (82TF), Asus GX650RS, Medion Erazer Major X10 (N68630), Asus ROG Zephyrus Duo 16 GX650RX, Asus NR2202RX, Asus ROG Zephyrus Duo 16 GX650RW, Asus ROG Zephyrus Duo 16 GX650RM, Asus ROG Zephyrus Duo 16 GX650RS, Asus ROG Zephyrus Duo 16 GX650PI. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Lenovo,Asus | Lenovo,,Compatible Display 5D11M04499 14.5 in 2880x1800 / WQXGA+ 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11m04499-102163398,"Panel part numbers: 5D11M04499, SD11K27140. Compatible laptop models: Asus UX6404VI, Asus VivoBook S M5402RA, Asus N7401ZE, Lenovo Legion Slim 5-14APH8 (82Y5), Asus UX6404VV, Asus ZenBook Pro 14 UX6404VI, Asus ZenBook Pro 14 UX6404VV, Asus VivoBook S 14X S5402ZA, Asus VivoBook S 14X M5402ZA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo | MSI,Acer | Asus | Lenovo | MSI,,Compatible Display 5D11M63772 15.6 in 3840x2160 / UHD 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11m63772-140635223,"Panel part numbers: 5D11M63772. Compatible laptop models: Asus ROG Zephyrus M15 GU502LW, Acer ConceptD 7 (CN715-71), MSI Prestige 15 A10M/A10RC/A10SC (MS-16S3), Lenovo ThinkBook 15p G2 ITH (21B1), Lenovo P15 Gen 2 (20YQ/20YR), Lenovo Legion 7-15ARH5 (82HM), MSI GS65 Stealth 9SD/9SE/9SF/9SG (MS-16Q4), Lenovo LOQ 15IAX9I (83FQ), Acer ConceptD 7 Pro (CN715-72P), Asus ProArt StudioBook Pro 15 W500G5T. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Lenovo,Asus | Lenovo,,Compatible Display 5D11Q35727 14.0 in 1920x1200 / WUXGA 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5d11q35727-150179985,"Panel part numbers: 5D11Q35727. Compatible laptop models: Lenovo Yoga Slim 6-14APU8 (82X3), Asus VivoBook S14 M5406WA, Asus ZenBook 14 UM3406KA, Lenovo Yoga Slim 6 14IRP8 (82WV), Lenovo Yoga Slim 6 14IAP8 (82WU), Lenovo Yoga Slim 6 14IRH8 (83E0), Asus S5406MA, Asus VivoBook S 14 S5406MA, Asus UM3406HA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Lenovo,Acer | Lenovo,,Compatible Display 5M10U49674 27.0 in 2560x1440 / QHD 92-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5m10u49674-140655258,"Panel part numbers: 5M10U49674. Compatible laptop models: Lenovo IdeaCentre AIO 520-27IKL (F0D0), Lenovo IdeaCentre AIO 520-27ICB (F0DE), Lenovo IdeaCentre A540-27ICB (F0EK), Lenovo IdeaCentre AIO 5-27IMB05 (F0FA), Acer H277HU, Acer H277HUR, Acer RC271U. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Dell | Lenovo,Dell | Lenovo,,Compatible Display 5NG4M 15.6 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-5ng4m-86369202,"Panel part numbers: 5NG4M, PXGVC, P15XF, KFMYW, GHW1K. Compatible laptop models: Dell Precision 15 (3551), Dell Latitude 15 (5501), Lenovo ThinkPad L15 Gen 3 (21C7/21C8), Wortmann Terra Mobile 1551 (NS50MU), Lenovo ThinkPad L15 Gen 3 (21C3/21C4), Dell Precision 15 (3550), Dell Latitude 15 (5500), Dell Latitude 15 (5510). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Compaq | Fujitsu | HP,Acer | Asus | Compaq | Fujitsu | HP,,Compatible Display 6-50-L8262-G00 15.4 in 1280x800 / WXGA 30-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-6-50-l8262-g00-27499490/nup,"Panel part numbers: 6-50-L8262-G00, 6-50-L8262-G01. Compatible laptop models: Acer TravelMate 6460, Asus A6JE, Asus F3JM, HP Compaq 8510p Business, Acer Aspire 5920, Fujitsu Esprimo Mobile V5505, Acer TravelMate 5530, Fujitsu Amilo PA-3515, Fujitsu LifeBook E-8210, Fujitsu Esprimo Mobile V6505. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | HP | Lenovo,Acer | Asus | HP | Lenovo,,Compatible Display 6091L-3712C 14.0 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-6091l-3712c-53438356,"Panel part numbers: 6091L-3712C. Compatible laptop models: Acer Chromebook 714 (CB714-1W), Lenovo IdeaPad 3-14IIL05 (81WD), Lenovo IdeaPad 3-14IML05 (81WA), Asus X430UA, HP 14-ck0000, HP 14-cf3000, Lenovo ThinkPad T14s Gen 2 (20WM/20WN), Acer Swift 3 (SF314-54), Lenovo ThinkBook 14 G3 ACL (21A2), Lenovo IdeaPad 3-14ADA6 (82KQ). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | HP | Lenovo | Medion,Acer | Asus | HP | Lenovo | Medion,,Compatible Display 61FT0 15.6 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-61ft0-102336288,"Panel part numbers: 61FT0. Compatible laptop models: Asus TUF F15 FX506LH, Asus TUF FX505DY, Asus TUF A15 FA506IV, Acer Aspire 3 (A315-54), Medion Akoya P15647 (M15CLN), Lenovo IdeaPad S540-15IML (81NG), Asus PX571GT, Asus VivoBook P3500FA, HP ProBook 455R G6, Lenovo IdeaPad S145-15API (81UT). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Clevo | Dell | Fujitsu | HP | Lenovo | MSI,Clevo | Dell | Fujitsu | HP | Lenovo | MSI,,Compatible Display 646977-001 15.6 in 1600x900 / HD+ 40-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-646977-001-72404507/nup,"Panel part numbers: 646977-001. Compatible laptop models: Dell Precision M4600, Fujitsu LifeBook E752, Fujitsu LifeBook E782, Fujitsu LifeBook AH532 GFX, HP ProBook 6550b, Fujitsu Celsius H700, Lenovo ThinkPad L530, MSI GE620 (MS-16G5), HP ProBook 6560b, Clevo W25x. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Fujitsu | HP | Packard Bell | Samsung | Toshiba,Acer | Fujitsu | HP | Packard Bell | Samsung | Toshiba,,Compatible Display 683482-001 15.6 in 1366x768 / HD 40-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-683482-001-27493529,"Panel part numbers: 683482-001. Compatible laptop models: Acer Extensa 5635G, HP Pavilion dv6-1300, Packard Bell EasyNote TJ67, Samsung R580, Acer Aspire 5741G, Toshiba Tecra S11, Fujitsu LifeBook A530, Samsung Q530, Acer Aspire 5742, Nexoc E637 (TW9). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Dell | HP,Dell | HP,,Compatible Display 6HXWT 14.0 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-6hxwt-109924432,"Panel part numbers: 6HXWT, 06HXWT. Compatible laptop models: Dell Latitude 14 (5420), HP ProBook 640 G8, HP EliteBook 640 G9, HP ProBook 445 G8, Dell Latitude 14 (3420), HP ProBook 440 G8, Dell Latitude 14 (5430), Dell Latitude 14 (5450), HP EliteBook 645 G10, HP EliteBook 640 G10. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Fujitsu | HP | Packard Bell,Acer | Asus | Fujitsu | HP | Packard Bell,,Compatible Display 70421600000 15.4 in 1280x800 / WXGA 30-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-70421600000-18909617/nup,"Panel part numbers: 70421600000, 7406230000, 70421200000. Compatible laptop models: Asus A6JM, Asus F3JA, Fujitsu LifeBook C-1410, Acer Aspire 5310, Asus X50R, Asus X50V, Acer Aspire 5320, HP Pavilion dv4400, Packard Bell EasyNote MB65, Acer Aspire 5930. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo,Acer | Asus | Lenovo,,Compatible Display 724940-001 15.6 in 1366x768 / HD 40-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-724940-001-30093337,"Panel part numbers: 724940-001, 724942-001, 761784-001. Compatible laptop models: Acer Aspire M3-581T, Acer TravelMate 8571, Acer Aspire V5-531, Acer Aspire 5553, Asus P500CA, Asus F502CA, Asus S56CB, Acer TravelMate 8573G, Acer TravelMate P2 (P255-MG), Lenovo IdeaPad S510p (80BN/80BQ). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo,Acer | Asus | Lenovo,,Compatible Display 739582-001 14.0 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-739582-001-52161186,"Panel part numbers: 739582-001, 737659-001, 821816-007, 841484-001, 822320-390, L01103-001, 795948-001, 795952-001, 747753-001, 823951-001. Compatible laptop models: Asus VivoBook Max X441SA, Lenovo ThinkPad E455, Lenovo V510-14IKB (80WR), Asus Chromebook C423NA, Lenovo ThinkPad T470s (20HF/20HG/20JS/20JT), Lenovo ThinkPad L490 (20Q5/20Q6), Asus VivoBook R418UA, Acer TravelMate P2 (P2410-G2-M), Asus R415UQ, Asus ExpertBook P2 P2451FB. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | HP | Sony | Toshiba,Asus | HP | Sony | Toshiba,,Compatible Display 764623-001 15.6 in 1920x1080 / FHD 40-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-764623-001-101298246,"Panel part numbers: 764623-001, LP156WF4 (SL)(B1), LP156WF4 (SL)(B7), LP156WF4-SLB1, LP156WF4-SLB7, 755694-JD1, 756412-3D1. Compatible laptop models: HP Envy dv6-7200, Asus X555UJ, HP Envy 15-u100, Toshiba Satellite L50D-C, HP Envy 15-j000, Gigabyte Aero 15 Classic WA, Sony E15, Sony SVE15, HP Envy dv6-7300. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo,Acer | Asus | Lenovo,,Compatible Display 798914-1D1 15.6 in 1366x768 / HD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-798914-1d1-30403636,"Panel part numbers: 798914-1D1, 798914-JD1, 809371-001, 842645-LD1, 847654-007, 801084-CD1, 798914-2D1, 847654-003. Compatible laptop models: Acer Aspire E1-530, Lenovo G50-80 (80E5/80KR/80L0/80L4/80R0), Lenovo ThinkPad L540 (20AU/20AV), Asus E502MA, Acer Aspire E1-532, Asus F555LF, Asus X550VX, Asus F555LA, Asus X555LA, Asus X550LB. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | HP | Lenovo,Acer | Asus | HP | Lenovo,,Compatible Display 798919-3D6 15.6 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-798919-3d6-150680179,"Panel part numbers: 798919-3D6, 840748-001, 798919-CD2, 798919-3D7. Compatible laptop models: Asus ExpertBook P2 P2540FA, HP 15-bs700, Lenovo M50-70, HP ZBook 15u G2, HP Pavilion 15-ab100, Asus X550JX, Lenovo V130-15IGM (81HL), Asus VivoBook X540LA, Acer TravelMate P4 (P459-G2-MG), HP ProBook 655 G2. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo,Acer | Asus | Lenovo,,Compatible Display 798933-011 15.6 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-798933-011-100193907,"Panel part numbers: 798933-011, L51625-3D2. Compatible laptop models: Acer Aspire E1-572G, Acer Aspire V5-572P, Asus N550LF, Asus R553LN, Lenovo ThinkPad T540 (20BF/20BE), Lenovo ThinkPad S540 (20B3), Acer TravelMate P4 (P455-MG), Asus Transformer Book Flip TP500LN, Lenovo ThinkPad T540p (20BF/20BE), Asus N551JW. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus,Acer | Asus,,Compatible Display 798933-014 15.6 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-798933-014-81241894,"Panel part numbers: 798933-014, B156HTN03.8 0C, N156HGA-EAB C2. Compatible laptop models: Asus M570DD, Acer Aspire E5-553G, Asus X555UA, Asus X555LB, Asus K555LB, Asus A555LB, Acer Chromebook 15 (CB3-532), Asus VivoBook Max F541UA, Asus R542UN, Acer Predator 15 (G9-592). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | HP | Lenovo,Acer | Asus | HP | Lenovo,,Compatible Display 798933-015 15.6 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-798933-015-103464112,"Panel part numbers: 798933-015, N156HGE-EAB C2, HB156FH1-401. Compatible laptop models: Asus VivoBook X540BA, Asus VivoBook 15 X542BP, HP Omen 15-5200, Acer Aspire F15 (F5-572G), Asus ZenBook UX510UW, Asus F555LB, Asus VivoBook Max X541UA, Lenovo IdeaPad 130-15IKB (81H7), Asus R556LN, Acer Predator 15 (G9-591). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Clevo | HP | Lenovo | Schenker,Clevo | HP | Lenovo | Schenker,,Compatible Display 806364-001 14.0 in 1600x900 / HD+ 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-806364-001-64490829,"Panel part numbers: 806364-001, 806362-001. Compatible laptop models: Lenovo ThinkPad T431s (20A9/20AA/20AC), HP ProBook 440 G3, Lenovo ThinkPad T440 (20B7/20B6), Lenovo ThinkPad T440s (20AQ/20AR), Lenovo ThinkPad T440p (20AN/20AW), Lenovo ThinkPad S440 (20AY), Clevo W84x, Schenker S405 (W840SN), Schenker S403 (W840SN), Lenovo ThinkPad T450 (20BV/20BU/20DJ). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo,Acer | Asus | Lenovo,,Compatible Display 8KV42 15.6 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-8kv42-100193917,"Panel part numbers: 8KV42, C3MWM, C1JFR, KFKV0, 8NC1F, CRN6V, D7N36, FD64N, M9P74. Compatible laptop models: Acer Aspire E1-572G, Acer Aspire V5-572P, Asus N550LF, Asus R553LN, Lenovo ThinkPad T540 (20BF/20BE), Lenovo ThinkPad S540 (20B3), Acer TravelMate P4 (P455-MG), Asus Transformer Book Flip TP500LN, Lenovo ThinkPad T540p (20BF/20BE), Asus N551JW. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | HP | Lenovo | Toshiba,Acer | Asus | HP | Lenovo | Toshiba,,Compatible Display 919670-3D2 15.6 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-919670-3d2-141444798/nup,"Panel part numbers: 919670-3D2. Compatible laptop models: Acer Aspire V5-572G, Asus F555LD, Asus ROG G551JM, Lenovo ThinkPad Edge E550 (20DF/20DG), Acer TravelMate P4 (P455-M), Asus N551JM, Asus VivoBook Pro N552VX, Lenovo ThinkPad T540 (20BF/20BE), HP ProBook 450 G3, Toshiba Tecra Z50-C. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
